Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Season
Ibrahim Diakité,919173,€1.20m,"Dec 10, 2025","Oct 31, 2003",22,1.8,Guinea,,Right-Back,,Cercle Brugge,,,"Jul 3, 2024","Jun 30, 2028",2025-2026
Gora Diouf,1049965,€3.50m,"Dec 10, 2025","Sep 20, 2003",22,1.85,Senegal,Senegal,Centre-Back,Left-Back,KV Mechelen,,,"Jul 1, 2025","Jun 30, 2028",2025-2026
Mohamed Berte,895402,€800k,"Dec 10, 2025","Mar 25, 2002",23,1.75,Belgium,,Second Striker,,FCV Dender EH,,,"Jul 1, 2024","Jun 30, 2027",2025-2026
Myron van Brederode,650712,€3.00m,"Dec 10, 2025","Jul 6, 2003",22,1.74,Netherlands,Netherlands,Left Winger,Attacking Midfield,KV Mechelen,,,"Sep 6, 2025","Jun 30, 2029",2025-2026
Majeed Ashimeru,360140,€700k,"Dec 10, 2025","Oct 10, 1997",28,1.74,Ghana,,Central Midfield,,La Louvière,,,"Jan 29, 2026","Jun 30, 2026",2025-2026
Fedde Leysen,660746,€5.00m,"Dec 10, 2025","Jul 9, 2003",22,1.91,Belgium,,Centre-Back,,Union SG,,,"Jul 1, 2023","Jun 30, 2029",2025-2026
Taishi Brandon Nozawa,617377,€1.00m,"Dec 10, 2025","Dec 25, 2002",23,1.93,Japan,Japan,Goalkeeper,,Royal Antwerp,,,"Jul 1, 2025","Jun 30, 2029",2025-2026
Darío Benavides,711626,€400k,"Dec 10, 2025","Jan 12, 2003",23,1.78,Spain,,Right-Back,,La Louvière,,,"Jul 1, 2025","Jun 30, 2028",2025-2026
Junya Ito,348791,€3.50m,"Dec 10, 2025","Mar 9, 1993",32,1.77,Japan,,Right Winger,,Genk,,,"Aug 9, 2025","Jun 30, 2028",2025-2026
Louis Bostyn,159382,€150k,"Dec 10, 2025","Oct 4, 1993",32,1.95,Belgium,Belgium,Goalkeeper,,Zulte Waregem,,,"Jul 1, 2014","Jun 30, 2026",2025-2026
Patrick Pflücke,159522,€2.00m,"Dec 10, 2025","Nov 30, 1996",29,1.7,Germany,,Right Midfield,,R Charleroi SC,,,"Sep 2, 2025","Jun 30, 2027",2025-2026
Aleksandar Stanković,780136,€15.00m,"Dec 10, 2025","Aug 3, 2005",20,1.85,Serbia,"Italy, Serbia",Defensive Midfield,"Centre-Back, Central Midfield",Club Brugge,,,"Jul 24, 2025","Jun 30, 2029",2025-2026
Guillaume Dietsch,463601,€250k,"Dec 10, 2025","Apr 17, 2001",24,1.84,France,,Goalkeeper,,FCV Dender EH,,,"Jul 1, 2024","Jun 30, 2026",2025-2026
Nils De Wilde,565431,€300k,"Dec 10, 2025","Jan 27, 2003",23,1.82,Belgium,Belgium,Central Midfield,"Attacking Midfield, Defensive Midfield",Cercle Brugge,,,"Jul 1, 2023","Jun 30, 2026",2025-2026
Besfort Zeneli,715653,€4.50m,"Nov 19, 2025","Nov 21, 2002",23,1.87,Sweden,"Kosovo, Sweden",Central Midfield,"Attacking Midfield, Defensive Midfield",Union SG,,,"Jan 13, 2026","Jun 30, 2030",2025-2026
Hyllarion Goore,1285174,€2.50m,"Dec 10, 2025","Aug 24, 2005",20,1.83,Cote d'Ivoire,Cote d'Ivoire,Centre-Forward,,KAA Gent,,,"Jan 30, 2025","Jun 30, 2028",2025-2026
Rein Van Helden,706063,€2.50m,"Dec 10, 2025","Jul 24, 2002",23,1.87,Belgium,,Centre-Back,,Royal Antwerp,,,"Jan 23, 2026","Jun 30, 2030",2025-2026
Ryan Merlen,538970,€750k,"Dec 10, 2025","May 11, 2002",23,1.88,France,,Central Midfield,,Sint-Truiden,,,"Jul 1, 2025",-,2025-2026
Rafiki Saïd,780147,€2.50m,"Dec 10, 2025","Mar 15, 2000",25,1.8,Comoros,"Comoros, France",Left Winger,"Centre-Forward, Right Winger",Standard Liège,,,"Jul 7, 2025","Jun 30, 2028",2025-2026
Yari Verschaeren,502302,€3.00m,"Dec 10, 2025","Jul 12, 2001",24,1.7,Belgium,,Attacking Midfield,,RSC Anderlecht,,,"Jan 1, 2019","Jun 30, 2026",2025-2026
Wout Asselman,931525,€400k,"Dec 18, 2025","Jan 20, 2005",21,,Belgium,Belgium,Defensive Midfield,,KAA Gent,,,"Jan 1, 2026","Jun 30, 2029",2025-2026
Casper Nielsen,148365,€1.50m,"Dec 10, 2025","Apr 29, 1994",31,1.82,Denmark,Denmark,Central Midfield,"Defensive Midfield, Attacking Midfield",Standard Liège,,,"Jul 2, 2025","Jun 30, 2028",2025-2026
Adem Zorgane,592403,€9.00m,"Dec 10, 2025","Jan 6, 2000",26,1.84,Algeria,Algeria,Central Midfield,"Attacking Midfield, Defensive Midfield",Union SG,,,"Jul 1, 2025","Jun 30, 2029",2025-2026
Loïc Mbe Soh,463610,€1.50m,"Dec 18, 2025","Jun 13, 2001",24,1.87,France,"Cameroon, France",Centre-Back,"Defensive Midfield, Right-Back",Sint-Truiden,,,"Jan 21, 2026",-,2025-2026
Abdelkahar Kadri,592400,€2.50m,"Dec 10, 2025","Jun 24, 2000",25,1.7,Algeria,Algeria,Attacking Midfield,Central Midfield,KAA Gent,,,"Jul 30, 2025","Jun 30, 2029",2025-2026
Mohamed Koné,911985,€800k,"Dec 10, 2025","Mar 7, 2002",23,1.86,Cote d'Ivoire,"Cote d'Ivoire, France",Goalkeeper,,R Charleroi SC,,,"Jul 2, 2024","Jun 30, 2027",2025-2026
William Balikwisha,381968,€600k,"Dec 10, 2025","May 12, 1999",26,1.73,DR Congo,"Belgium, DR Congo",Attacking Midfield,"Central Midfield, Right Winger",OH Leuven,,,"Jul 20, 2024","Jun 30, 2028",2025-2026
Jelle Vossen,42748,€200k,"Dec 10, 2025","Mar 22, 1989",36,1.83,Belgium,,Centre-Forward,,Zulte Waregem,,,"Jan 30, 2020","Jun 30, 2026",2025-2026
Benito Raman,112930,€1.50m,"Dec 10, 2025","Nov 7, 1994",31,1.72,Belgium,Belgium,Centre-Forward,"Left Winger, Right Winger",KV Mechelen,,,"Aug 23, 2024","Jun 30, 2027",2025-2026
Axel Willockx,1192697,€50k,"Dec 10, 2025","Feb 7, 2007",19,1.89,Belgium,,Goalkeeper,,KV Mechelen,,,"Jul 1, 2025","Jun 30, 2027",2025-2026
Sergiy Sydorchuk,124182,€300k,"Dec 10, 2025","May 2, 1991",34,1.89,Ukraine,,Defensive Midfield,,KVC Westerlo,,,"Sep 5, 2023","Jun 30, 2026",2025-2026
Jeppe Erenbjerg,543302,€3.00m,"Dec 10, 2025","Apr 29, 2000",25,1.84,Denmark,Denmark,Attacking Midfield,"Right Winger, Left Winger",Zulte Waregem,,,"Jul 1, 2024","Jun 30, 2029",2025-2026
Gabriel Jesus David,1380876,€300k,"Dec 10, 2025","Jan 2, 2007",19,,Nigeria,Nigeria,Centre-Forward,,Royal Antwerp,,,"Jul 1, 2025",-,2025-2026
Naoufal Bohamdi-Kamoni,1318194,€150k,"Dec 18, 2025","Aug 20, 2007",18,,Belgium,,Left Winger,,KVC Westerlo,,,"Jan 4, 2026","Jun 30, 2029",2025-2026
Nordin Jackers,250543,€1.50m,"Dec 10, 2025","Sep 5, 1997",28,1.87,Belgium,Belgium,Goalkeeper,,Club Brugge,,,"Jul 1, 2024","Jun 30, 2029",2025-2026
Nail Moutha-Sebtaoui,748808,€300k,"Dec 10, 2025","Nov 17, 2005",20,1.8,Morocco,,Left-Back,,FCV Dender EH,,,"Jul 1, 2025","Jun 30, 2028",2025-2026
Jordan Kadiri,655420,€300k,"Dec 10, 2025","Mar 11, 2000",25,1.81,Nigeria,,Centre-Forward,,FCV Dender EH,,,"Feb 13, 2025","Jun 30, 2026",2025-2026
Raul Florucz,449444,€6.00m,"Dec 10, 2025","Jun 10, 2001",24,1.82,Austria,,Centre-Forward,,Union SG,,,"Jul 1, 2025","Jun 30, 2029",2025-2026
Abdoul Kader Ouattara,1176433,€800k,"Dec 10, 2025","May 26, 2005",20,1.71,Burkina Faso,Burkina Faso,Centre-Forward,,Cercle Brugge,,,"Jan 1, 2024","Jun 30, 2028",2025-2026
Jorne Spileers,743381,€3.00m,"Dec 10, 2025","Jan 21, 2005",21,1.88,Belgium,Belgium,Centre-Back,,Club Brugge,,,"Jan 1, 2023","Jun 30, 2028",2025-2026
Glenn Bijl,203961,€1.00m,"Dec 10, 2025","Jul 13, 1995",30,1.79,Netherlands,Netherlands,Right-Back,Defensive Midfield,Royal Antwerp,,,"Jul 24, 2025","Jun 30, 2026",2025-2026
Martin Delavallée,903223,€1.50m,"Dec 10, 2025","Mar 18, 2004",21,1.85,Belgium,Belgium,Goalkeeper,,R Charleroi SC,,,"Jul 1, 2022","Jun 30, 2027",2025-2026
Bryan Heynen,356081,€10.00m,"Dec 10, 2025","Feb 6, 1997",29,1.84,Belgium,Belgium,Central Midfield,Defensive Midfield,Genk,,,"Jul 1, 2015","Jun 30, 2029",2025-2026
Bouke Boersma,846826,€450k,"Dec 16, 2025","Jun 23, 2005",20,,Netherlands,,Centre-Forward,,KV Mechelen,,,"Jan 28, 2026","Jun 30, 2029",2025-2026
Félix Lemaréchal,659518,€10.00m,"Dec 15, 2025","Aug 7, 2003",22,1.8,France,,Attacking Midfield,,Club Brugge,,,"Jan 24, 2026","Jun 30, 2029",2025-2026
Andreas Verstraeten,1124880,€800k,"Dec 10, 2025","Jan 10, 2006",20,1.78,Belgium,,Centre-Back,,Royal Antwerp,,,"Jul 1, 2024","Jun 30, 2028",2025-2026
Malcolm Viltard,840688,€800k,"Dec 10, 2025","Oct 24, 2002",23,1.76,France,,Defensive Midfield,,FCV Dender EH,,,"Jul 1, 2024","Jun 30, 2027",2025-2026
Siebe Van der Heyden,400131,€3.00m,"Dec 10, 2025","May 30, 1998",27,1.85,Belgium,Belgium,Centre-Back,"Defensive Midfield, Left-Back",KAA Gent,,,"Jul 25, 2025","Jun 30, 2028",2025-2026
Gyrano Kerk,268112,€3.00m,"Dec 10, 2025","Dec 2, 1995",30,1.83,Suriname,"Netherlands, Suriname",Right Winger,"Centre-Forward, Left Winger",Royal Antwerp,,,"Jul 5, 2024","Jun 30, 2026",2025-2026
Emin Bayram,655902,€4.00m,"Dec 10, 2025","Apr 2, 2003",22,1.92,Türkiye,Türkiye,Centre-Back,,KVC Westerlo,,,"Jul 30, 2024","Jun 30, 2028",2025-2026
Mahamadou Diawara,1053147,€2.00m,"Dec 10, 2025","Feb 17, 2005",20,1.87,France,,Central Midfield,,Royal Antwerp,,,"Sep 8, 2025","Jun 30, 2026",2025-2026
Kjell Peersman,654919,€400k,"Dec 10, 2025","May 21, 2004",21,1.94,Belgium,Belgium,Goalkeeper,,KAA Gent,,,"Jul 25, 2025","Jun 30, 2028",2025-2026
Konstantinos Karetsas,990148,€28.00m,"Dec 10, 2025","Nov 19, 2007",18,1.73,Greece,,Attacking Midfield,,Genk,,,"Jan 1, 2024","Jun 30, 2029",2025-2026
Alexis Flips,395242,€400k,"Dec 10, 2025","Jan 18, 2000",26,1.73,France,France,Attacking Midfield,"Left Winger, Right Winger",RSC Anderlecht,,,"Aug 12, 2023","Jun 30, 2028",2025-2026
Niels Devalckeneer,1020704,€100k,"Dec 10, 2025","May 17, 2004",21,1.92,Belgium,,Goalkeeper,,Royal Antwerp,,,"Jul 1, 2023","Jun 30, 2028",2025-2026
Dirk Asare,708453,€450k,"Dec 18, 2025","Jul 4, 2004",21,1.73,Belgium,,Central Midfield,,Zulte Waregem,,,"Feb 2, 2026","Jun 30, 2029",2025-2026
Amine Boukamir,961051,€300k,"Dec 10, 2025","Oct 23, 2006",19,1.72,Morocco,"Belgium, Morocco",Defensive Midfield,,R Charleroi SC,,,"Jul 1, 2024","Jun 30, 2027",2025-2026
Desmond Acquah,707803,€200k,"Dec 10, 2025","Jul 23, 2002",23,1.73,Belgium,,Central Midfield,,FCV Dender EH,,,"Jul 1, 2024","Jun 30, 2026",2025-2026
Mory Kera,1308524,€150k,"Dec 10, 2025","Jun 26, 2008",17,,Belgium,Belgium,Defensive Midfield,,R Charleroi SC,,,"Jul 1, 2025","Jun 30, 2027",2025-2026
Fabio Ferraro,579084,€1.00m,"Dec 10, 2025","Sep 3, 2002",23,1.8,Belgium,,Left-Back,,FCV Dender EH,,,"Aug 3, 2023","Jun 30, 2027",2025-2026
Seiji Kimura,501749,€1.30m,"Dec 10, 2025","Aug 24, 2001",24,1.86,Japan,,Centre-Back,,KVC Westerlo,,,"Aug 8, 2025","Jun 30, 2029",2025-2026
Raphael Onyedika,699783,€20.00m,"Dec 10, 2025","Apr 19, 2001",24,1.84,Nigeria,Nigeria,Defensive Midfield,"Centre-Back, Central Midfield",Club Brugge,,,"Aug 28, 2022","Jun 30, 2027",2025-2026
Semm Renders,1186563,€1.20m,"Dec 10, 2025","Dec 17, 2007",18,1.79,Belgium,,Right-Back,,Royal Antwerp,,,"Jan 1, 2025","Jun 30, 2027",2025-2026
Tristan Degreef,903513,€2.00m,"Dec 10, 2025","Jan 19, 2005",21,1.77,Belgium,,Right Winger,,RSC Anderlecht,,,"Nov 1, 2024","Jun 30, 2028",2025-2026
Jarne Steuckers,707159,€10.00m,"Dec 10, 2025","Feb 4, 2002",24,1.8,Belgium,Belgium,Right Winger,"Attacking Midfield, Left Winger",Genk,,,"Jul 1, 2024","Jun 30, 2028",2025-2026
Steeven Assengue,1165893,€150k,"Dec 10, 2025","Jun 14, 2005",20,1.75,Belgium,"Belgium, Cameroon",Right-Back,"Right Midfield, Right Winger",Standard Liège,,,"Oct 7, 2025","Jun 30, 2027",2025-2026
Jakob Napoleon Romsaas,902401,€1.50m,"Dec 10, 2025","May 16, 2004",21,1.87,Norway,Norway,Attacking Midfield,"Centre-Forward, Left Winger",R Charleroi SC,,,"Jul 1, 2025","Jun 30, 2027",2025-2026
Krzysztof Koton,920209,€300k,"Dec 10, 2025","May 17, 2003",22,1.75,Poland,Poland,Defensive Midfield,"Attacking Midfield, Central Midfield",FCV Dender EH,,,"Jul 15, 2025","Jun 30, 2028",2025-2026
Hassane Bandé,504259,€400k,"Dec 10, 2025","Oct 30, 1998",27,1.78,Burkina Faso,,Left Winger,,KV Mechelen,,,"Oct 23, 2025","Jun 30, 2026",2025-2026
Aaron Bibout,1122196,€1.00m,"Dec 10, 2025","Sep 9, 2004",21,1.93,Cameroon,,Centre-Forward,,Genk,,,"Jul 24, 2025","Jun 30, 2029",2025-2026
Owen Maës,593286,€600k,"Dec 10, 2025","Sep 24, 1998",27,1.75,France,"Guadeloupe, France",Attacking Midfield,"Central Midfield, Right Winger",La Louvière,,,"Aug 18, 2023","Jun 30, 2027",2025-2026
Roman Kvet,400649,€1.20m,"Dec 10, 2025","Dec 17, 1997",28,1.87,Czech Republic,,Central Midfield,,FCV Dender EH,,,"Jul 1, 2025","Jun 30, 2027",2025-2026
Raf Smekens,655011,€50k,"Dec 10, 2025","Jan 29, 2004",22,1.81,Belgium,Belgium,Central Midfield,"Defensive Midfield, Left-Back",KVC Westerlo,,,"Jul 1, 2024","Jun 30, 2026",2025-2026
Bjorn Meijer,594227,€3.50m,"Dec 10, 2025","Mar 18, 2003",22,1.9,Netherlands,,Left-Back,,Club Brugge,,,"Jul 1, 2022","Jun 30, 2027",2025-2026
Filip Szymczak,554972,€800k,"Dec 10, 2025","May 6, 2002",23,1.87,Poland,,Right Winger,,R Charleroi SC,,,"Sep 3, 2025","Jun 30, 2026",2025-2026
Zakaria El Ouahdi,820474,€15.00m,"Dec 10, 2025","Dec 31, 2001",24,1.73,Morocco,,Right-Back,,Genk,,,"Sep 5, 2023","Jun 30, 2028",2025-2026
Ludovit Reis,490884,€6.00m,"Dec 10, 2025","Jun 1, 2000",25,1.78,Netherlands,,Central Midfield,,Club Brugge,,,"Jul 1, 2025","Jun 30, 2029",2025-2026
Christos Tzolis,451677,€30.00m,"Dec 10, 2025","Jan 30, 2002",24,1.79,Greece,Greece,Left Winger,"Right Winger, Centre-Forward",Club Brugge,,,"Jul 4, 2024","Jun 30, 2029",2025-2026
Mohammed Fuseini,979410,€3.00m,"Dec 10, 2025","May 16, 2002",23,1.69,Ghana,,Centre-Forward,,Union SG,,,"Jul 2, 2024","Jun 30, 2028",2025-2026
Célestin De Schrevel,707804,€100k,"Dec 10, 2025","Apr 2, 2002",23,1.87,Belgium,Belgium,Goalkeeper,,La Louvière,,,"Jul 1, 2025","Jun 30, 2028",2025-2026
Mathis Servais,708455,€2.00m,"Dec 10, 2025","Nov 23, 2004",21,1.85,Belgium,,Attacking Midfield,,KV Mechelen,,,"Sep 6, 2025","Jun 30, 2029",2025-2026
Oumar Diakité,847279,€5.00m,"Dec 10, 2025","Dec 20, 2003",22,1.85,Cote d'Ivoire,,Centre-Forward,,Cercle Brugge,,,"Sep 1, 2025","Jun 30, 2026",2025-2026
Stavros Gavriel,613983,€800k,"Dec 10, 2025","Jan 29, 2002",24,1.8,Cyprus,"Greece, Cyprus",Right Winger,"Left Winger, Centre-Forward",Zulte Waregem,,,"Jan 23, 2024","Jun 30, 2026",2025-2026
Pieter Gerkens,183383,€800k,"Dec 10, 2025","Feb 17, 1995",30,1.79,Belgium,,Attacking Midfield,,Cercle Brugge,,,"Jul 1, 2025","Jun 30, 2026",2025-2026
Roman Neustädter,40478,€150k,"Dec 10, 2025","Feb 18, 1988",37,1.88,Russia,"Germany, Russia, UdSSR",Centre-Back,"Defensive Midfield, Central Midfield",KVC Westerlo,,,"Feb 24, 2022","Jun 30, 2026",2025-2026
Ludwig Augustinsson,170646,€2.00m,"Dec 10, 2025","Apr 21, 1994",31,1.81,Sweden,Sweden,Left-Back,,RSC Anderlecht,,,"Aug 6, 2024","Jun 30, 2027",2025-2026
Eliot Bujupi,907483,€500k,"Dec 10, 2025","Jul 3, 2006",19,1.87,Kosovo,"Germany, Kosovo",Centre-Forward,"Second Striker, Right Winger",KVC Westerlo,,,"Sep 8, 2025","Jun 30, 2026",2025-2026
Shandre Campbell,1159786,€1.00m,"Dec 10, 2025","Jul 15, 2005",20,1.78,South Africa,South Africa,Left Winger,"Right Winger, Second Striker",Club Brugge,,,"Feb 2, 2025","Jun 30, 2027",2025-2026
Tobias Lawal,393686,€2.50m,"Dec 10, 2025","Jun 7, 2000",25,1.94,Austria,,Goalkeeper,,Genk,,,"Jul 9, 2025","Jun 30, 2029",2025-2026
Bo De Kerf,790238,€600k,"Dec 18, 2025","Nov 21, 2003",22,1.91,Belgium,,Centre-Back,,FCV Dender EH,,,"Jan 23, 2026","Jun 30, 2029",2025-2026
Maxence Prévot,394903,€300k,"Dec 10, 2025","Apr 9, 1997",28,1.87,France,France,Goalkeeper,,OH Leuven,,,"Aug 13, 2023","Jun 30, 2026",2025-2026
Bernard Nguene,1314671,€200k,"Dec 15, 2025","Aug 4, 2006",19,1.78,Cameroon,Cameroon,Centre-Forward,,Standard Liège,,,"Feb 2, 2026","Jun 30, 2028",2025-2026
Maksim Kireev,671677,€700k,"Dec 10, 2025","Jul 9, 2004",21,1.82,Belarus,,Attacking Midfield,,KV Mechelen,,,"Aug 25, 2025","Jun 30, 2029",2025-2026
Alexandro Calut,565428,€600k,"Dec 10, 2025","Apr 22, 2003",22,1.8,Belgium,Belgium,Left-Back,Left Midfield,Standard Liège,,,"Jul 1, 2021","Jun 30, 2026",2025-2026
Siebe Van Keymolen,1178961,€100k,"Dec 10, 2025","Feb 10, 2005",21,1.9,Belgium,,Centre-Forward,,Zulte Waregem,,,"Oct 7, 2025","Jun 30, 2027",2025-2026
Amando Lapage,1029619,€400k,"Dec 10, 2025","Nov 8, 2004",21,1.88,Belgium,,Centre-Back,,KVC Westerlo,,,"Feb 3, 2025","Jun 30, 2029",2025-2026
Mamadou Thierno Barry,1250976,€1.50m,"Dec 10, 2025","Mar 20, 2005",20,1.95,Senegal,Senegal,Centre-Back,,Union SG,,,"Jan 27, 2025","Jun 30, 2029",2025-2026
Kevin Rodríguez,684159,€5.00m,"Dec 10, 2025","Mar 4, 2000",25,1.9,Ecuador,,Centre-Forward,,Union SG,,,"Sep 1, 2023","Jun 30, 2027",2025-2026
Étienne Camara,854325,€2.50m,"Dec 10, 2025","Mar 30, 2003",22,1.91,France,,Defensive Midfield,,R Charleroi SC,,,"Feb 1, 2024","Jun 30, 2027",2025-2026
Mouhamed Belkheir,394127,€600k,"Dec 10, 2025","Jan 2, 1999",27,1.85,Algeria,"Algeria, France",Centre-Forward,"Second Striker, Right Winger",La Louvière,,,"Jul 1, 2025","Jun 30, 2028",2025-2026
August De Wannemacker,1184726,€1.00m,"Dec 18, 2025","Dec 25, 2008",17,1.81,Belgium,Belgium,Central Midfield,Attacking Midfield,Genk,,,"Jan 20, 2026","Jun 30, 2028",2025-2026
Parfait Guiagon,624913,€4.00m,"Dec 10, 2025","Feb 22, 2001",24,1.65,Cote d'Ivoire,Cote d'Ivoire,Left Winger,Attacking Midfield,R Charleroi SC,,,"Aug 29, 2023","Jun 30, 2028",2025-2026
Malick Mbaye,707063,€400k,"Dec 15, 2025","Apr 6, 2004",21,1.73,Senegal,Senegal,Right Winger,"Left Winger, Second Striker",Zulte Waregem,,,"Feb 2, 2026","Jun 30, 2029",2025-2026
Tobe Leysen,580434,€4.00m,"Dec 10, 2025","Mar 9, 2002",23,1.89,Belgium,,Goalkeeper,,OH Leuven,,,"Aug 19, 2023","Jun 30, 2027",2025-2026
Michal Skoras,393565,€4.00m,"Dec 10, 2025","Feb 15, 2000",25,1.72,Poland,Poland,Left Winger,"Left Midfield, Right Winger",KAA Gent,,,"Sep 6, 2025","Jun 30, 2029",2025-2026
Wolke Janssens,235247,€300k,"Dec 10, 2025","Jan 11, 1995",31,1.85,Belgium,,Centre-Back,,Sint-Truiden,,,"Jul 1, 2016","Jun 30, 2026",2025-2026
Chukwubuikem Ikwuemesi,929494,€1.50m,"Dec 10, 2025","Aug 5, 2001",24,1.95,Nigeria,Nigeria,Centre-Forward,"Left Winger, Second Striker",OH Leuven,,,"Jul 24, 2024","Jun 30, 2027",2025-2026
Laurent Lemoine,289584,€600k,"Dec 10, 2025","Apr 24, 1998",27,1.86,Belgium,"Brazil, Belgium",Centre-Back,"Defensive Midfield, Right-Back",Zulte Waregem,,,"Sep 5, 2024","Jun 30, 2027",2025-2026
Tobias Mohr,153661,€900k,"Dec 10, 2025","Aug 24, 1995",30,1.82,Germany,,Left Midfield,,Standard Liège,,,"Jul 1, 2025","Jun 30, 2028",2025-2026
Enric Llansana,412945,€3.50m,"Dec 10, 2025","Apr 12, 2001",24,1.83,Netherlands,"Netherlands, Spain",Defensive Midfield,Centre-Back,RSC Anderlecht,,,"Jul 1, 2025","Jun 30, 2029",2025-2026
Dante Vanzeir,289648,€2.00m,"Dec 10, 2025","Apr 16, 1998",27,1.75,Belgium,Belgium,Centre-Forward,"Right Winger, Second Striker",Cercle Brugge,,,"Jan 6, 2026","Jun 30, 2026",2025-2026
Mohammed El Âdfaoui,1105542,€2.00m,"Dec 10, 2025","Feb 28, 2008",17,1.82,Belgium,,Defensive Midfield,,KAA Gent,,,"Jul 5, 2025","Jun 30, 2028",2025-2026
Dennis Praet,129588,€2.00m,"Dec 10, 2025","May 14, 1994",31,1.81,Belgium,Belgium,Central Midfield,"Attacking Midfield, Left Midfield",Royal Antwerp,,,"Sep 6, 2024","Jun 30, 2026",2025-2026
Farouck Adekami,1293796,€1.80m,"Dec 10, 2025","Aug 7, 2006",19,,Cote d'Ivoire,Cote d'Ivoire,Attacking Midfield,,Royal Antwerp,,,"Jan 1, 2025","Jun 30, 2027",2025-2026
Robin Denuit,916701,€100k,"Dec 10, 2025","Feb 21, 2002",23,1.84,Belgium,,Centre-Back,,R Charleroi SC,,,"Jul 1, 2025","Jun 30, 2026",2025-2026
Marcos Peano,360338,€1.50m,"Dec 10, 2025","Oct 15, 1998",27,1.87,Argentina,"Italy, Argentina",Goalkeeper,,La Louvière,,,"Jul 1, 2024","Jun 30, 2028",2025-2026
Yassine Titraoui,748445,€5.00m,"Dec 10, 2025","Jul 26, 2003",22,1.7,Algeria,,Central Midfield,,R Charleroi SC,,,"Jul 12, 2024","Jun 30, 2027",2025-2026
Mario Stroeykens,588866,€8.00m,"Dec 10, 2025","Sep 29, 2004",21,1.77,DR Congo,"Belgium, DR Congo",Attacking Midfield,"Left Winger, Second Striker",RSC Anderlecht,,,"Jan 1, 2021","Jun 30, 2028",2025-2026
Mardochée Nzita,463738,€1.50m,"Dec 10, 2025","Feb 24, 2000",25,1.78,Belgium,,Left-Back,,R Charleroi SC,,,"Jul 1, 2024","Jun 30, 2028",2025-2026
Owen Jochmans,559161,€150k,"Jun 12, 2025","Jan 28, 2003",23,1.85,Belgium,Belgium,Goalkeeper,,OH Leuven,,,"Jul 1, 2024","Jun 30, 2026",2025-2026
Kadir Seven,930056,€500k,"Dec 29, 2025","May 5, 2003",22,1.87,Türkiye,Türkiye,Centre-Back,,Zulte Waregem,,,"Jan 22, 2026","Jun 30, 2028",2025-2026
Serxho Ujka,597289,€400k,"Dec 10, 2025","Aug 27, 1998",27,1.9,Albania,,Attacking Midfield,,Zulte Waregem,,,"Jul 18, 2025","Jun 30, 2027",2025-2026
Aurélien Scheidler,497175,€1.80m,"Dec 10, 2025","Jun 4, 1998",27,1.92,France,France,Centre-Forward,,R Charleroi SC,,,"Aug 19, 2025","Jun 30, 2028",2025-2026
Ilay Camara,570781,€4.00m,"Dec 10, 2025","Jan 18, 2003",23,1.74,Senegal,,Right-Back,,RSC Anderlecht,,,"Jul 5, 2025","Jun 30, 2030",2025-2026
Visar Musliu,207623,€900k,"Dec 10, 2025","Nov 13, 1994",31,1.87,North Macedonia,,Centre-Back,,Sint-Truiden,,,"Feb 3, 2025",-,2025-2026
Lewin Blum,507455,€2.00m,"Dec 10, 2025","Jul 27, 2001",24,1.81,Switzerland,,Right-Back,,R Charleroi SC,,,"Sep 6, 2025","Jun 30, 2026",2025-2026
Mihajlo Ilić,845566,€2.50m,"Dec 10, 2025","Jun 4, 2003",22,1.92,Serbia,,Centre-Back,,RSC Anderlecht,,,"Sep 8, 2025","Jun 30, 2026",2025-2026
Lynnt Audoor,623095,€1.80m,"Dec 10, 2025","Oct 13, 2003",22,1.82,Belgium,,Defensive Midfield,,Club Brugge,,,"Jul 1, 2025","Jun 30, 2029",2025-2026
Warleson,477460,€1.00m,"Dec 10, 2025","Aug 31, 1996",29,1.9,Brazil,,Goalkeeper,,Cercle Brugge,,,"Feb 6, 2020","Jun 30, 2026",2025-2026
Edan Diop,745178,€2.00m,"Dec 10, 2025","Aug 28, 2004",21,1.85,France,,Central Midfield,,Cercle Brugge,,,"Jul 18, 2025","Jun 30, 2026",2025-2026
Emile Doucouré,981532,€300k,"Dec 18, 2025","Sep 28, 2007",18,,Mali,"Mali, Belgium",Goalkeeper,,Genk,,,"Feb 2, 2026","Jun 30, 2030",2025-2026
Wouter George,551932,€700k,"Dec 10, 2025","Mar 3, 2002",23,1.72,Belgium,,Central Midfield,,OH Leuven,,,"Jan 1, 2025","Jun 30, 2028",2025-2026
Noë Dussenne,160736,€400k,"Dec 10, 2025","Apr 7, 1992",33,1.92,Belgium,,Centre-Back,,OH Leuven,,,"Aug 19, 2025","Jun 30, 2028",2025-2026
Christ Souanga,981118,€200k,"Dec 10, 2025","Oct 23, 2006",19,1.86,Belgium,Belgium,Centre-Back,Left-Back,OH Leuven,,,"Jul 1, 2024","Jun 30, 2027",2025-2026
Oluwaseun Adewumi,982081,€600k,"Dec 10, 2025","Feb 23, 2005",20,1.82,Austria,Austria,Attacking Midfield,"Centre-Forward, Right Winger",Cercle Brugge,,,"Aug 15, 2025","Jun 30, 2026",2025-2026
